Goal,Legs,Chest,Arms,Back,Full Body,Lifts,Reps
0,1,1,0,0,0,Calf Raise;Bench Press;Lat Pulldown;Clean and Press;Bicep Curl,9
0,0,1,0,1,1,Chest Press;Lat Pulldown;Clean and Press;Lunges;Dumbbell Curl,9
0,1,0,0,0,0,Leg Press;Pec Deck;Deadlift;Pull-Ups;Bicep Curl,9
1,1,0,1,1,1,Calf Raise;Bicep Curl;Pull-Ups;Deadlift;Push-Ups,6
0,0,0,1,1,0,Tricep Extension;Pull-Ups;Leg Press;Bench Press;Deadlift,8
1,0,1,1,0,0,Push-Ups;Bicep Curl;Pull-Ups;Leg Curls;Deadlift,4
1,0,0,0,0,0,Deadlift;Incline Press;Cable Row;Leg Press;Tricep Extension,5
1,0,1,0,0,1,Push-Ups;Running;Bicep Curl;Pull-Ups;Lunges,6
1,1,0,1,1,1,Leg Curls;Tricep Extension;Cable Row;Clean and Press;Push-Ups,5
0,0,1,0,1,0,Incline Press;Lat Pulldown;Leg Press;Bicep Curl;Clean and Press,10
0,0,0,0,1,0,Cable Row;Bench Press;Calf Raise;Hammer Curl;Deadlift,13
1,0,1,1,1,1,Bench Press;Dumbbell Curl;Cable Row;Burpees;Leg Curls,4
0,0,1,0,1,1,Pec Deck;Row;Burpees;Bicep Curl;Lunges,9
1,0,0,1,1,1,Hammer Curl;Row;Running;Leg Curls;Pec Deck,5
0,1,0,1,1,1,Calf Raise;Dumbbell Curl;Pull-Ups;Burpees;Push-Ups,8
0,0,0,0,0,1,Burpees;Pull-Ups;Calf Raise;Incline Press;Dumbbell Curl,10
1,1,0,0,0,1,Leg Press;Running;Pull-Ups;Tricep Extension;Push-Ups,4
0,1,0,0,1,1,Leg Press;Lat Pulldown;Clean and Press;Incline Press;Dumbbell Curl,14
1,1,0,1,0,1,Leg Press;Tricep Extension;Running;Incline Press;Row,5
1,1,1,1,1,1,Leg Press;Pec Deck;Bicep Curl;Pull-Ups;Deadlift,4
1,1,1,1,1,1,Calf Raise;Pec Deck;Bicep Curl;Pull-Ups;Burpees,5
1,1,0,1,1,0,Leg Curls;Bicep Curl;Cable Row;Running;Pec Deck,6
0,1,1,1,1,1,Calf Raise;Bench Press;Bicep Curl;Pull-Ups;Deadlift,12
0,0,1,0,1,0,Bench Press;Row;Bicep Curl;Calf Raise;Burpees,11
1,1,1,0,1,0,Calf Raise;Chest Press;Cable Row;Tricep Extension;Running,5
1,1,1,1,0,1,Squat;Chest Press;Bicep Curl;Clean and Press;Lat Pulldown,4
0,0,0,1,1,0,Hammer Curl;Cable Row;Clean and Press;Calf Raise;Pec Deck,10
1,0,1,1,1,1,Pec Deck;Tricep Extension;Row;Clean and Press;Squat,6
1,0,1,1,0,0,Bench Press;Hammer Curl;Calf Raise;Burpees;Lat Pulldown,6
0,1,0,1,1,1,Leg Press;Bicep Curl;Row;Burpees;Incline Press,10
0,1,1,0,1,1,Lunges;Bench Press;Lat Pulldown;Deadlift;Tricep Extension,14
0,1,1,1,0,1,Calf Raise;Push-Ups;Hammer Curl;Burpees;Row,8
1,1,1,1,0,0,Calf Raise;Chest Press;Tricep Extension;Cable Row;Running,5
0,1,1,0,1,0,Lunges;Push-Ups;Cable Row;Dumbbell Curl;Deadlift,9
0,0,0,0,1,0,Lat Pulldown;Push-Ups;Leg Curls;Bicep Curl;Burpees,10
1,0,1,0,0,1,Pec Deck;Deadlift;Row;Calf Raise;Tricep Extension,4
1,0,0,1,1,1,Tricep Extension;Row;Running;Chest Press;Leg Curls,6
0,1,1,0,0,0,Lunges;Incline Press;Row;Hammer Curl;Burpees,9
0,1,1,1,1,0,Squat;Chest Press;Bicep Curl;Cable Row;Clean and Press,12
0,1,0,0,0,0,Calf Raise;Dumbbell Curl;Bench Press;Running;Pull-Ups,14
1,1,1,0,0,0,Calf Raise;Push-Ups;Row;Dumbbell Curl;Burpees,4
1,0,1,1,0,0,Chest Press;Hammer Curl;Clean and Press;Calf Raise;Pull-Ups,4
1,1,1,1,1,1,Squat;Bench Press;Hammer Curl;Pull-Ups;Deadlift,6
0,0,0,0,1,0,Lat Pulldown;Running;Incline Press;Hammer Curl;Leg Curls,8
1,1,1,0,1,1,Calf Raise;Pec Deck;Row;Deadlift;Tricep Extension,5
1,0,1,1,0,1,Incline Press;Dumbbell Curl;Clean and Press;Lunges;Lat Pulldown,6
1,1,0,1,1,0,Squat;Bicep Curl;Lat Pulldown;Incline Press;Running,5
0,0,1,0,0,0,Push-Ups;Calf Raise;Row;Clean and Press;Tricep Extension,10
0,1,1,1,1,1,Lunges;Incline Press;Dumbbell Curl;Row;Clean and Press,10
1,0,1,1,1,1,Chest Press;Bicep Curl;Pull-Ups;Clean and Press;Calf Raise,5
0,0,1,0,1,1,Bench Press;Cable Row;Clean and Press;Hammer Curl;Lunges,14
1,1,0,0,0,1,Squat;Running;Push-Ups;Pull-Ups;Hammer Curl,5
1,0,0,0,1,0,Row;Clean and Press;Chest Press;Dumbbell Curl;Leg Press,5
1,1,1,1,1,1,Leg Curls;Push-Ups;Tricep Extension;Cable Row;Deadlift,6
1,0,0,0,1,0,Row;Pec Deck;Hammer Curl;Squat;Deadlift,4
1,1,0,1,0,0,Squat;Bicep Curl;Cable Row;Bench Press;Running,5
1,1,1,0,0,1,Leg Press;Pec Deck;Burpees;Dumbbell Curl;Row,5
0,0,1,0,1,1,Push-Ups;Lat Pulldown;Running;Leg Curls;Hammer Curl,10
0,0,0,0,0,0,Row;Burpees;Dumbbell Curl;Squat;Chest Press,14
0,1,1,1,0,0,Leg Press;Incline Press;Bicep Curl;Row;Deadlift,8
0,0,1,0,1,0,Bench Press;Row;Hammer Curl;Leg Curls;Clean and Press,10
0,0,1,0,0,1,Incline Press;Running;Bicep Curl;Pull-Ups;Squat,8
0,1,0,0,1,1,Squat;Pull-Ups;Burpees;Tricep Extension;Incline Press,10
0,0,1,1,1,1,Push-Ups;Dumbbell Curl;Row;Running;Leg Curls,8
0,1,1,1,1,0,Leg Press;Pec Deck;Dumbbell Curl;Row;Burpees,14
1,0,0,1,0,0,Tricep Extension;Squat;Cable Row;Chest Press;Clean and Press,5
0,0,1,1,1,0,Chest Press;Tricep Extension;Lat Pulldown;Deadlift;Lunges,14
0,1,1,1,0,0,Calf Raise;Incline Press;Bicep Curl;Running;Lat Pulldown,14
0,1,0,1,1,1,Leg Curls;Dumbbell Curl;Pull-Ups;Deadlift;Incline Press,12
1,1,1,0,0,1,Leg Press;Push-Ups;Burpees;Pull-Ups;Tricep Extension,6
1,1,1,1,1,0,Leg Curls;Bench Press;Hammer Curl;Row;Running,4
0,1,0,1,1,1,Lunges;Hammer Curl;Lat Pulldown;Deadlift;Pec Deck,13
1,0,1,0,0,1,Push-Ups;Clean and Press;Bicep Curl;Cable Row;Leg Press,6
1,1,1,0,1,1,Leg Press;Push-Ups;Row;Burpees;Dumbbell Curl,4
1,0,0,1,0,0,Tricep Extension;Bench Press;Clean and Press;Row;Leg Press,4
1,0,1,0,1,1,Pec Deck;Pull-Ups;Burpees;Hammer Curl;Calf Raise,4
1,0,1,0,1,0,Pec Deck;Pull-Ups;Bicep Curl;Clean and Press;Lunges,6
1,1,1,0,1,0,Leg Curls;Push-Ups;Cable Row;Dumbbell Curl;Deadlift,4
1,0,0,0,0,0,Row;Incline Press;Clean and Press;Hammer Curl;Leg Press,6
1,1,0,1,0,1,Squat;Bicep Curl;Burpees;Push-Ups;Lat Pulldown,4
1,1,0,1,0,0,Lunges;Tricep Extension;Pull-Ups;Chest Press;Deadlift,5
0,0,1,1,0,1,Chest Press;Dumbbell Curl;Clean and Press;Leg Curls;Cable Row,14
1,1,1,0,1,1,Leg Curls;Incline Press;Row;Clean and Press;Hammer Curl,6
1,1,1,0,1,1,Leg Curls;Pec Deck;Pull-Ups;Clean and Press;Dumbbell Curl,6
1,0,1,0,1,1,Pec Deck;Pull-Ups;Running;Tricep Extension;Leg Press,5
1,1,0,0,1,0,Squat;Lat Pulldown;Push-Ups;Hammer Curl;Running,5
1,0,1,0,1,0,Push-Ups;Lat Pulldown;Lunges;Burpees;Tricep Extension,6
0,1,1,0,1,1,Squat;Pec Deck;Row;Clean and Press;Bicep Curl,11
0,0,1,1,0,0,Bench Press;Dumbbell Curl;Cable Row;Running;Calf Raise,9
0,0,0,1,0,0,Bicep Curl;Chest Press;Row;Leg Curls;Clean and Press,9
1,0,1,1,0,0,Bench Press;Dumbbell Curl;Lat Pulldown;Running;Squat,4
1,1,0,1,1,0,Lunges;Dumbbell Curl;Cable Row;Pec Deck;Running,5
1,0,1,1,0,1,Pec Deck;Hammer Curl;Burpees;Lat Pulldown;Leg Press,6
0,1,0,0,1,0,Calf Raise;Row;Chest Press;Burpees;Hammer Curl,14
0,0,1,1,0,1,Push-Ups;Hammer Curl;Clean and Press;Squat;Lat Pulldown,12
0,0,1,0,1,1,Incline Press;Row;Deadlift;Hammer Curl;Squat,12
1,1,1,0,1,0,Leg Curls;Bench Press;Cable Row;Burpees;Tricep Extension,5
0,0,0,0,1,1,Pull-Ups;Clean and Press;Calf Raise;Tricep Extension;Bench Press,12
1,1,1,0,1,1,Leg Press;Bench Press;Row;Deadlift;Tricep Extension,6
0,0,0,1,0,1,Tricep Extension;Clean and Press;Bench Press;Pull-Ups;Lunges,14
